Level1,Level2,Level3,Level4,Level5,DisplayOrder
Polonia,małopolskie,nowotarski,gm. Ochotnica Dolna,,894
Polonia,małopolskie,nowotarski,gm. Raba Wyżna,,895
Polonia,małopolskie,nowotarski,gm. Rabka-Zdrój,,896
Polonia,małopolskie,nowotarski,gm. Spytkowice,,897
Polonia,małopolskie,nowotarski,gm. Szaflary,,898
Polonia,małopolskie,olkuski,m. Bukowno,,899
Polonia,małopolskie,olkuski,gm. Bolesław,,900
Polonia,małopolskie,olkuski,gm. Klucze,,901
Polonia,małopolskie,olkuski,gm. Olkusz,,902
Polonia,małopolskie,olkuski,gm. Trzyciąż,,903
Polonia,małopolskie,olkuski,gm. Wolbrom,,904
Polonia,małopolskie,oświęcimski,m. Oświęcim,,905
Polonia,małopolskie,oświęcimski,gm. Brzeszcze,,906
Polonia,małopolskie,oświęcimski,gm. Chełmek,,907
Polonia,małopolskie,oświęcimski,gm. Kęty,,908
Polonia,małopolskie,oświęcimski,gm. Osiek,,909
Polonia,małopolskie,oświęcimski,gm. Oświęcim,,910
Polonia,małopolskie,oświęcimski,gm. Polanka Wielka,,911
Polonia,małopolskie,oświęcimski,gm. Przeciszów,,912
Polonia,małopolskie,oświęcimski,gm. Zator,,913
Polonia,małopolskie,proszowicki,gm. Koniusza,,914
Polonia,małopolskie,proszowicki,gm. Koszyce,,915
Polonia,małopolskie,proszowicki,gm. Nowe Brzesko,,916
Polonia,małopolskie,proszowicki,gm. Pałecznica,,917
Polonia,małopolskie,proszowicki,gm. Proszowice,,918
Polonia,małopolskie,proszowicki,gm. Radziemice,,919
Polonia,małopolskie,suski,m. Jordanów,,920
Polonia,małopolskie,suski,m. Sucha Beskidzka,,921
Polonia,małopolskie,suski,gm. Budzów,,922
Polonia,małopolskie,suski,gm. Bystra-Sidzina,,923
Polonia,małopolskie,suski,gm. Jordanów,,924
Polonia,małopolskie,suski,gm. Maków Podhalański,,925
Polonia,małopolskie,suski,gm. Stryszawa,,926
Polonia,małopolskie,suski,gm. Zawoja,,927
Polonia,małopolskie,suski,gm. Zembrzyce,,928
Polonia,małopolskie,tarnowski,gm. Ciężkowice,,929
Polonia,małopolskie,tarnowski,gm. Gromnik,,930
Polonia,małopolskie,tarnowski,gm. Lisia Góra,,931
Polonia,małopolskie,tarnowski,gm. Pleśna,,932
Polonia,małopolskie,tarnowski,gm. Radłów,,933
Polonia,małopolskie,tarnowski,gm. Ryglice,,934
Polonia,małopolskie,tarnowski,gm. Rzepiennik Strzyżewski,,935
Polonia,małopolskie,tarnowski,gm. Skrzyszów,,936
Polonia,małopolskie,tarnowski,gm. Tarnów,,937
Polonia,małopolskie,tarnowski,gm. Tuchów,,938
Polonia,małopolskie,tarnowski,gm. Wierzchosławice,,939
Polonia,małopolskie,tarnowski,gm. Wietrzychowice,,940
Polonia,małopolskie,tarnowski,gm. Wojnicz,,941
Polonia,małopolskie,tarnowski,gm. Zakliczyn,,942
Polonia,małopolskie,tarnowski,gm. Żabno,,943
Polonia,małopolskie,tarnowski,gm. Szerzyny,,944
Polonia,małopolskie,tatrzański,m. Zakopane,,945
Polonia,małopolskie,tatrzański,gm. Biały Dunajec,,946
Polonia,małopolskie,tatrzański,gm. Bukowina Tatrzańska,,947
Polonia,małopolskie,tatrzański,gm. Kościelisko,,948
Polonia,małopolskie,tatrzański,gm. Poronin,,949
Polonia,małopolskie,wadowicki,gm. Andrychów,,950
Polonia,małopolskie,wadowicki,gm. Brzeźnica,,951
Polonia,małopolskie,wadowicki,gm. Kalwaria Zebrzydowska,,952
Polonia,małopolskie,wadowicki,gm. Lanckorona,,953
Polonia,małopolskie,wadowicki,gm. Mucharz,,954
Polonia,małopolskie,wadowicki,gm. Spytkowice,,955
Polonia,małopolskie,wadowicki,gm. Stryszów,,956
Polonia,małopolskie,wadowicki,gm. Tomice,,957
Polonia,małopolskie,wadowicki,gm. Wadowice,,958
Polonia,małopolskie,wadowicki,gm. Wieprz,,959
Polonia,małopolskie,wielicki,gm. Biskupice,,960
Polonia,małopolskie,wielicki,gm. Gdów,,961
Polonia,małopolskie,wielicki,gm. Kłaj,,962
Polonia,małopolskie,wielicki,gm. Niepołomice,,963
Polonia,małopolskie,wielicki,gm. Wieliczka,,964
Polonia,małopolskie,Kraków,m. Kraków,,965
Polonia,małopolskie,Nowy Sącz,m. Nowy Sącz,,966
Polonia,małopolskie,Tarnów,m. Tarnów,,967
Polonia,mazowieckie,białobrzeski,gm. Białobrzegi,,968
Polonia,mazowieckie,białobrzeski,gm. Promna,,969
Polonia,mazowieckie,białobrzeski,gm. Radzanów,,970
Polonia,mazowieckie,białobrzeski,gm. Stara Błotnica,,971
Polonia,mazowieckie,białobrzeski,gm. Stromiec,,972
Polonia,mazowieckie,białobrzeski,gm. Wyśmierzyce,,973
Polonia,mazowieckie,ciechanowski,m. Ciechanów,,974
Polonia,mazowieckie,ciechanowski,gm. Ciechanów,,975
Polonia,mazowieckie,ciechanowski,gm. Glinojeck,,976
Polonia,mazowieckie,ciechanowski,gm. Gołymin-Ośrodek,,977
Polonia,mazowieckie,ciechanowski,gm. Grudusk,,978
Polonia,mazowieckie,ciechanowski,gm. Ojrzeń,,979
Polonia,mazowieckie,ciechanowski,gm. Opinogóra Górna,,980
Polonia,mazowieckie,ciechanowski,gm. Regimin,,981
Polonia,mazowieckie,ciechanowski,gm. Sońsk,,982
Polonia,mazowieckie,garwoliński,m. Garwolin,,983
Polonia,mazowieckie,garwoliński,m. Łaskarzew,,984
Polonia,mazowieckie,garwoliński,gm. Borowie,,985
Polonia,mazowieckie,garwoliński,gm. Garwolin,,986
Polonia,mazowieckie,garwoliński,gm. Górzno,,987
Polonia,mazowieckie,garwoliński,gm. Łaskarzew,,988
Polonia,mazowieckie,garwoliński,gm. Maciejowice,,989
Polonia,mazowieckie,garwoliński,gm. Miastków Kościelny,,990
Polonia,mazowieckie,garwoliński,gm. Parysów,,991
Polonia,mazowieckie,garwoliński,gm. Pilawa,,992
Polonia,mazowieckie,garwoliński,gm. Sobolew,,993
Polonia,mazowieckie,garwoliński,gm. Trojanów,,994
Polonia,mazowieckie,garwoliński,gm. Wilga,,995
Polonia,mazowieckie,garwoliński,gm. Żelechów,,996
Polonia,mazowieckie,gostyniński,m. Gostynin,,997
Polonia,mazowieckie,gostyniński,gm. Gostynin,,998
Polonia,mazowieckie,gostyniński,gm. Pacyna,,999
Polonia,mazowieckie,gostyniński,gm. Sanniki,,1000
Polonia,mazowieckie,gostyniński,gm. Szczawin Kośc.,,1001
Polonia,mazowieckie,grodziski,m. Milanówek,,1002
Polonia,mazowieckie,grodziski,m. Podkowa Leśna,,1003
Polonia,mazowieckie,grodziski,gm. Baranów,,1004
Polonia,mazowieckie,grodziski,gm. Grodzisk Mazowiecki,,1005
Polonia,mazowieckie,grodziski,gm. Jaktorów,,1006
Polonia,mazowieckie,grodziski,gm. Żabia Wola,,1007
Polonia,mazowieckie,grójecki,gm. Belsk Duży,,1008
Polonia,mazowieckie,grójecki,gm. Błędów,,1009
Polonia,mazowieckie,grójecki,gm. Chynów,,1010
Polonia,mazowieckie,grójecki,gm. Goszczyn,,1011
Polonia,mazowieckie,grójecki,gm. Grójec,,1012
Polonia,mazowieckie,grójecki,gm. Jasieniec,,1013
Polonia,mazowieckie,grójecki,gm. Mogielnica,,1014
Polonia,mazowieckie,grójecki,gm. Nowe Miasto nad Pilicą,,1015
Polonia,mazowieckie,grójecki,gm. Pniewy,,1016
Polonia,mazowieckie,grójecki,gm. Warka,,1017
Polonia,mazowieckie,kozienicki,gm. Garbatka-Letnisko,,1018
Polonia,mazowieckie,kozienicki,gm. Głowaczów,,1019
Polonia,mazowieckie,kozienicki,gm. Gniewoszów,,1020
Polonia,mazowieckie,kozienicki,gm. Grabów nad Pilicą,,1021
Polonia,mazowieckie,kozienicki,gm. Kozienice,,1022
Polonia,mazowieckie,kozienicki,gm. Magnuszew,,1023
Polonia,mazowieckie,kozienicki,gm. Sieciechów,,1024
Polonia,mazowieckie,legionowski,m. Legionowo,,1025
Polonia,mazowieckie,legionowski,gm. Jabłonna,,1026
Polonia,mazowieckie,legionowski,gm. Nieporęt,,1027
Polonia,mazowieckie,legionowski,gm. Serock,,1028
Polonia,mazowieckie,legionowski,gm. Wieliszew,,1029
Polonia,mazowieckie,lipski,gm. Chotcza,,1030
Polonia,mazowieckie,lipski,gm. Ciepielów,,1031
Polonia,mazowieckie,lipski,gm. Lipsko,,1032
Polonia,mazowieckie,lipski,gm. Rzeczniów,,1033
Polonia,mazowieckie,lipski,gm. Sienno,,1034
Polonia,mazowieckie,lipski,gm. Solec nad Wisłą,,1035
Polonia,mazowieckie,łosicki,gm. Huszlew,,1036
Polonia,mazowieckie,łosicki,gm. Łosice,,1037
Polonia,mazowieckie,łosicki,gm. Olszanka,,1038
Polonia,mazowieckie,łosicki,gm. Platerów,,1039
Polonia,mazowieckie,łosicki,gm. Sarnaki,,1040
Polonia,mazowieckie,łosicki,gm. Stara Kornica,,1041
Polonia,mazowieckie,makowski,m. Maków Mazowiecki,,1042
Polonia,mazowieckie,makowski,gm. Czerwonka,,1043
Polonia,mazowieckie,makowski,gm. Karniewo,,1044
Polonia,mazowieckie,makowski,gm. Krasnosielc,,1045
Polonia,mazowieckie,makowski,gm. Młynarze,,1046
Polonia,mazowieckie,makowski,gm. Płoniawy-Bramura,,1047
Polonia,mazowieckie,makowski,gm. Różan,,1048
Polonia,mazowieckie,makowski,gm. Rzewnie,,1049
Polonia,mazowieckie,makowski,gm. Sypniewo,,1050
Polonia,mazowieckie,makowski,gm. Szelków,,1051
Polonia,mazowieckie,miński,m. Mińsk Mazowiecki,,1052
Polonia,mazowieckie,miński,gm. Cegłów,,1053
Polonia,mazowieckie,miński,gm. Dębe Wielkie,,1054
Polonia,mazowieckie,miński,gm. Dobre,,1055
Polonia,mazowieckie,miński,gm. Halinów,,1056
Polonia,mazowieckie,miński,gm. Jakubów,,1057
Polonia,mazowieckie,miński,gm. Kałuszyn,,1058
Polonia,mazowieckie,miński,gm. Latowicz,,1059
Polonia,mazowieckie,miński,gm. Mińsk Mazowiecki,,1060
Polonia,mazowieckie,miński,gm. Mrozy,,1061
Polonia,mazowieckie,miński,gm. Siennica,,1062
Polonia,mazowieckie,miński,gm. Stanisławów,,1063
Polonia,mazowieckie,miński,m. Sulejówek,,1064
Polonia,mazowieckie,mławski,m. Mława,,1065
Polonia,mazowieckie,mławski,gm. Dzierzgowo,,1066
Polonia,mazowieckie,mławski,gm. Lipowiec Kościelny,,1067
Polonia,mazowieckie,mławski,gm. Radzanów,,1068
Polonia,mazowieckie,mławski,gm. Strzegowo,,1069
Polonia,mazowieckie,mławski,gm. Stupsk,,1070
Polonia,mazowieckie,mławski,gm. Szreńsk,,1071
Polonia,mazowieckie,mławski,gm. Szydłowo,,1072
Polonia,mazowieckie,mławski,gm. Wieczfnia Kościelna,,1073
Polonia,mazowieckie,mławski,gm. Wiśniewo,,1074
Polonia,mazowieckie,nowodworski,m. Nowy Dwór Mazowiecki,,1075
Polonia,mazowieckie,nowodworski,gm. Czosnów,,1076
Polonia,mazowieckie,nowodworski,gm. Leoncin,,1077
Polonia,mazowieckie,nowodworski,gm. Nasielsk,,1078
Polonia,mazowieckie,nowodworski,gm. Pomiechówek,,1079
Polonia,mazowieckie,nowodworski,gm. Zakroczym,,1080
Polonia,mazowieckie,ostrołęcki,gm. Baranowo,,1081
Polonia,mazowieckie,ostrołęcki,gm. Czarnia,,1082
Polonia,mazowieckie,ostrołęcki,gm. Czerwin,,1083
Polonia,mazowieckie,ostrołęcki,gm. Goworowo,,1084
Polonia,mazowieckie,ostrołęcki,gm. Kadzidło,,1085
Polonia,mazowieckie,ostrołęcki,gm. Lelis,,1086
Polonia,mazowieckie,ostrołęcki,gm. Łyse,,1087
Polonia,mazowieckie,ostrołęcki,gm. Myszyniec,,1088
Polonia,mazowieckie,ostrołęcki,gm. Olszewo-Borki,,1089
Polonia,mazowieckie,ostrołęcki,gm. Rzekuń,,1090
Polonia,mazowieckie,ostrołęcki,gm. Troszyn,,1091
Polonia,mazowieckie,ostrowski,m. Ostrów Mazowiecka,,1092
Polonia,mazowieckie,ostrowski,gm. Andrzejewo,,1093
Polonia,mazowieckie,ostrowski,gm. Boguty-Pianki,,1094
Polonia,mazowieckie,ostrowski,gm. Brok,,1095
Polonia,mazowieckie,ostrowski,gm. Małkinia Górna,,1096
Polonia,mazowieckie,ostrowski,gm. Nur,,1097
Polonia,mazowieckie,ostrowski,gm. Ostrów Mazowiecka,,1098
Polonia,mazowieckie,ostrowski,gm. Stary Lubotyń,,1099
Polonia,mazowieckie,ostrowski,gm. Szulborze Wielkie,,1100
Polonia,mazowieckie,ostrowski,gm. Wąsewo,,1101
Polonia,mazowieckie,ostrowski,gm. Zaręby Kościelne,,1102
Polonia,mazowieckie,otwocki,m. Józefów,,1103
Polonia,mazowieckie,otwocki,m. Otwock,,1104
Polonia,mazowieckie,otwocki,gm. Celestynów,,1105
Polonia,mazowieckie,otwocki,gm. Karczew,,1106
Polonia,mazowieckie,otwocki,gm. Kołbiel,,1107
Polonia,mazowieckie,otwocki,gm. Osieck,,1108
Polonia,mazowieckie,otwocki,gm. Sobienie-Jeziory,,1109
Polonia,mazowieckie,otwocki,gm. Wiązowna,,1110
Polonia,mazowieckie,piaseczyński,gm. Góra Kalwaria,,1111
Polonia,mazowieckie,piaseczyński,gm. Konstancin-Jeziorna,,1112
Polonia,mazowieckie,piaseczyński,gm. Lesznowola,,1113
Polonia,mazowieckie,piaseczyński,gm. Piaseczno,,1114
Polonia,mazowieckie,piaseczyński,gm. Prażmów,,1115
Polonia,mazowieckie,piaseczyński,gm. Tarczyn,,1116
Polonia,mazowieckie,płocki,gm. Bielsk,,1117
Polonia,mazowieckie,płocki,gm. Bodzanów,,1118
Polonia,mazowieckie,płocki,gm. Brudzeń Duży,,1119
Polonia,mazowieckie,płocki,gm. Bulkowo,,1120
Polonia,mazowieckie,płocki,gm. Drobin,,1121
Polonia,mazowieckie,płocki,gm. Gąbin,,1122
Polonia,mazowieckie,płocki,gm. Łąck,,1123
Polonia,mazowieckie,płocki,gm. Mała Wieś,,1124
Polonia,mazowieckie,płocki,gm. Nowy Duninów,,1125
Polonia,mazowieckie,płocki,gm. Radzanowo,,1126
Polonia,mazowieckie,płocki,gm. Słubice,,1127
Polonia,mazowieckie,płocki,gm. Słupno,,1128
Polonia,mazowieckie,płocki,gm. Stara Biała,,1129
Polonia,mazowieckie,płocki,gm. Staroźreby,,1130
Polonia,mazowieckie,płocki,gm. Wyszogród,,1131
Polonia,mazowieckie,płoński,m. Płońsk,,1132
Polonia,mazowieckie,płoński,m. Raciąż,,1133
Polonia,mazowieckie,płoński,gm. Baboszewo,,1134
Polonia,mazowieckie,płoński,gm. Czerwińsk nad Wisłą,,1135
Polonia,mazowieckie,płoński,gm. Dzierzążnia,,1136
Polonia,mazowieckie,płoński,gm. Joniec,,1137
Polonia,mazowieckie,płoński,gm. Naruszewo,,1138
Polonia,mazowieckie,płoński,gm. Nowe Miasto,,1139
Polonia,mazowieckie,płoński,gm. Płońsk,,1140
Polonia,mazowieckie,płoński,gm. Raciąż,,1141
Polonia,mazowieckie,płoński,gm. Sochocin,,1142
Polonia,mazowieckie,płoński,gm. Załuski,,1143
Polonia,mazowieckie,pruszkowski,m. Piastów,,1144
Polonia,mazowieckie,pruszkowski,m. Pruszków,,1145
Polonia,mazowieckie,pruszkowski,gm. Brwinów,,1146
Polonia,mazowieckie,pruszkowski,gm. Michałowice,,1147
Polonia,mazowieckie,pruszkowski,gm. Nadarzyn,,1148
Polonia,mazowieckie,pruszkowski,gm. Raszyn,,1149
Polonia,mazowieckie,przasnyski,m. Przasnysz,,1150
Polonia,mazowieckie,przasnyski,gm. Chorzele,,1151
Polonia,mazowieckie,przasnyski,gm. Czernice Borowe,,1152
Polonia,mazowieckie,przasnyski,gm. Jednorożec,,1153
Polonia,mazowieckie,przasnyski,gm. Krasne,,1154
Polonia,mazowieckie,przasnyski,gm. Krzynowłoga Mała,,1155
Polonia,mazowieckie,przasnyski,gm. Przasnysz,,1156
Polonia,mazowieckie,przysuski,gm. Borkowice,,1157
Polonia,mazowieckie,przysuski,gm. Gielniów,,1158
Polonia,mazowieckie,przysuski,gm. Klwów,,1159
Polonia,mazowieckie,przysuski,gm. Odrzywół,,1160
Polonia,mazowieckie,przysuski,gm. Potworów,,1161
Polonia,mazowieckie,przysuski,gm. Przysucha,,1162
Polonia,mazowieckie,przysuski,gm. Rusinów,,1163
Polonia,mazowieckie,przysuski,gm. Wieniawa,,1164
Polonia,mazowieckie,pułtuski,gm. Gzy,,1165
Polonia,mazowieckie,pułtuski,gm. Obryte,,1166
Polonia,mazowieckie,pułtuski,gm. Pokrzywnica,,1167
Polonia,mazowieckie,pułtuski,gm. Pułtusk,,1168
Polonia,mazowieckie,pułtuski,gm. Świercze,,1169
Polonia,mazowieckie,pułtuski,gm. Winnica,,1170
Polonia,mazowieckie,pułtuski,gm. Zatory,,1171
Polonia,mazowieckie,radomski,m. Pionki,,1172
Polonia,mazowieckie,radomski,gm. Gózd,,1173
Polonia,mazowieckie,radomski,gm. Iłża,,1174
Polonia,mazowieckie,radomski,gm. Jastrzębia,,1175
Polonia,mazowieckie,radomski,gm. Jedlińsk,,1176
Polonia,mazowieckie,radomski,gm. Jedlnia-Letnisko,,1177
Polonia,mazowieckie,radomski,gm. Kowala,,1178
Polonia,mazowieckie,radomski,gm. Pionki,,1179
Polonia,mazowieckie,radomski,gm. Przytyk,,1180
Polonia,mazowieckie,radomski,gm. Skaryszew,,1181
Polonia,mazowieckie,radomski,gm. Wierzbica,,1182
Polonia,mazowieckie,radomski,gm. Wolanów,,1183
Polonia,mazowieckie,radomski,gm. Zakrzew,,1184
Polonia,mazowieckie,siedlecki,gm. Domanice,,1185
Polonia,mazowieckie,siedlecki,gm. Korczew,,1186
Polonia,mazowieckie,siedlecki,gm. Kotuń,,1187
Polonia,mazowieckie,siedlecki,gm. Mokobody,,1188
Polonia,mazowieckie,siedlecki,gm. Mordy,,1189
Polonia,mazowieckie,siedlecki,gm. Paprotnia,,1190
Polonia,mazowieckie,siedlecki,gm. Przesmyki,,1191
Polonia,mazowieckie,siedlecki,gm. Siedlce,,1192
Polonia,mazowieckie,siedlecki,gm. Skórzec,,1193
Polonia,mazowieckie,siedlecki,gm. Suchożebry,,1194
Polonia,mazowieckie,siedlecki,gm. Wiśniew,,1195
Polonia,mazowieckie,siedlecki,gm. Wodynie,,1196
Polonia,mazowieckie,siedlecki,gm. Zbuczyn,,1197
Polonia,mazowieckie,sierpecki,m. Sierpc,,1198
Polonia,mazowieckie,sierpecki,gm. Gozdowo,,1199
Polonia,mazowieckie,sierpecki,gm. Mochowo,,1200
Polonia,mazowieckie,sierpecki,gm. Rościszewo,,1201
Polonia,mazowieckie,sierpecki,gm. Sierpc,,1202
Polonia,mazowieckie,sierpecki,gm. Szczutowo,,1203
Polonia,mazowieckie,sierpecki,gm. Zawidz,,1204
Polonia,mazowieckie,sochaczewski,m. Sochaczew,,1205
Polonia,mazowieckie,sochaczewski,gm. Brochów,,1206
Polonia,mazowieckie,sochaczewski,gm. Iłów,,1207
Polonia,mazowieckie,sochaczewski,gm. Młodzieszyn,,1208
Polonia,mazowieckie,sochaczewski,gm. Nowa Sucha,,1209
Polonia,mazowieckie,sochaczewski,gm. Rybno,,1210
Polonia,mazowieckie,sochaczewski,gm. Sochaczew,,1211
Polonia,mazowieckie,sochaczewski,gm. Teresin,,1212
Polonia,mazowieckie,sokołowski,m. Sokołów Podlaski,,1213
Polonia,mazowieckie,sokołowski,gm. Bielany,,1214
Polonia,mazowieckie,sokołowski,gm. Ceranów,,1215
Polonia,mazowieckie,sokołowski,gm. Jabłonna Lacka,,1216
Polonia,mazowieckie,sokołowski,gm. Kosów Lacki,,1217
Polonia,mazowieckie,sokołowski,gm. Repki,,1218
Polonia,mazowieckie,sokołowski,gm. Sabnie,,1219
Polonia,mazowieckie,sokołowski,gm. Sokołów Podlaski,,1220
Polonia,mazowieckie,sokołowski,gm. Sterdyń,,1221
Polonia,mazowieckie,szydłowiecki,gm. Chlewiska,,1222
Polonia,mazowieckie,szydłowiecki,gm. Jastrząb,,1223
Polonia,mazowieckie,szydłowiecki,gm. Mirów,,1224
Polonia,mazowieckie,szydłowiecki,gm. Orońsko,,1225
Polonia,mazowieckie,szydłowiecki,gm. Szydłowiec,,1226
Polonia,mazowieckie,warszawski zachodni,gm. Błonie,,1227
Polonia,mazowieckie,warszawski zachodni,gm. Izabelin,,1228
Polonia,mazowieckie,warszawski zachodni,gm. Kampinos,,1229
Polonia,mazowieckie,warszawski zachodni,gm. Leszno,,1230
Polonia,mazowieckie,warszawski zachodni,gm. Łomianki,,1231
Polonia,mazowieckie,warszawski zachodni,gm. Ożarów Mazowiecki,,1232
Polonia,mazowieckie,warszawski zachodni,gm. Stare Babice,,1233
Polonia,mazowieckie,węgrowski,m. Węgrów,,1234
Polonia,mazowieckie,węgrowski,gm. Grębków,,1235
Polonia,mazowieckie,węgrowski,gm. Korytnica,,1236
Polonia,mazowieckie,węgrowski,gm. Liw,,1237
Polonia,mazowieckie,węgrowski,gm. Łochów,,1238
Polonia,mazowieckie,węgrowski,gm. Miedzna,,1239
Polonia,mazowieckie,węgrowski,gm. Sadowne,,1240
Polonia,mazowieckie,węgrowski,gm. Stoczek,,1241
Polonia,mazowieckie,węgrowski,gm. Wierzbno,,1242
Polonia,mazowieckie,wołomiński,m. Kobyłka,,1243
Polonia,mazowieckie,wołomiński,m. Marki,,1244
Polonia,mazowieckie,wołomiński,m. Ząbki,,1245
Polonia,mazowieckie,wołomiński,m. Zielonka,,1246
Polonia,mazowieckie,wołomiński,gm. Dąbrówka,,1247
Polonia,mazowieckie,wołomiński,gm. Jadów,,1248
Polonia,mazowieckie,wołomiński,gm. Klembów,,1249
Polonia,mazowieckie,wołomiński,gm. Poświętne,,1250
Polonia,mazowieckie,wołomiński,gm. Radzymin,,1251
Polonia,mazowieckie,wołomiński,gm. Strachówka,,1252
Polonia,mazowieckie,wołomiński,gm. Tłuszcz,,1253
Polonia,mazowieckie,wołomiński,gm. Wołomin,,1254
Polonia,mazowieckie,wyszkowski,gm. Brańszczyk,,1255
Polonia,mazowieckie,wyszkowski,gm. Długosiodło,,1256
Polonia,mazowieckie,wyszkowski,gm. Rząśnik,,1257
Polonia,mazowieckie,wyszkowski,gm. Somianka,,1258
Polonia,mazowieckie,wyszkowski,gm. Wyszków,,1259
Polonia,mazowieckie,wyszkowski,gm. Zabrodzie,,1260
Polonia,mazowieckie,zwoleński,gm. Kazanów,,1261
Polonia,mazowieckie,zwoleński,gm. Policzna,,1262
Polonia,mazowieckie,zwoleński,gm. Przyłęk,,1263
Polonia,mazowieckie,zwoleński,gm. Tczów,,1264
Polonia,mazowieckie,zwoleński,gm. Zwoleń,,1265
Polonia,mazowieckie,żuromiński,gm. Bieżuń,,1266
Polonia,mazowieckie,żuromiński,gm. Kuczbork-Osada,,1267
Polonia,mazowieckie,żuromiński,gm. Lubowidz,,1268
Polonia,mazowieckie,żuromiński,gm. Lutocin,,1269
Polonia,mazowieckie,żuromiński,gm. Siemiątkowo,,1270
Polonia,mazowieckie,żuromiński,gm. Żuromin,,1271
Polonia,mazowieckie,żyrardowski,m. Żyrardów,,1272
Polonia,mazowieckie,żyrardowski,gm. Mszczonów,,1273
Polonia,mazowieckie,żyrardowski,gm. Puszcza Mariańska,,1274
Polonia,mazowieckie,żyrardowski,gm. Radziejowice,,1275
Polonia,mazowieckie,żyrardowski,gm. Wiskitki,,1276
Polonia,mazowieckie,Ostrołęka,m. Ostrołęka,,1277
Polonia,mazowieckie,Płock,m. Płock,,1278
Polonia,mazowieckie,Radom,m. Radom,,1279
Polonia,mazowieckie,Siedlce,m. Siedlce,,1280
Polonia,mazowieckie,Warszawa,Bemowo,,1281
Polonia,mazowieckie,Warszawa,Białołęka,,1282
Polonia,mazowieckie,Warszawa,Bielany,,1283
Polonia,mazowieckie,Warszawa,Mokotów,,1284
Polonia,mazowieckie,Warszawa,Ochota,,1285
Polonia,mazowieckie,Warszawa,Praga-Południe,,1286
Polonia,mazowieckie,Warszawa,Praga-Północ,,1287
Polonia,mazowieckie,Warszawa,Rembertów,,1288
Polonia,mazowieckie,Warszawa,Śródmieście,,1289
Polonia,mazowieckie,Warszawa,Targówek,,1290
Polonia,mazowieckie,Warszawa,Ursus,,1291
Polonia,mazowieckie,Warszawa,Ursynów,,1292
Polonia,mazowieckie,Warszawa,Wawer,,1293
Polonia,mazowieckie,Warszawa,Wesoła,,1294
Polonia,mazowieckie,Warszawa,Wilanów,,1295
Polonia,mazowieckie,Warszawa,Włochy,,1296
Polonia,mazowieckie,Warszawa,Wola,,1297
Polonia,mazowieckie,Warszawa,Żoliborz,,1298
Polonia,opolskie,brzeski,m. Brzeg,,1299
Polonia,opolskie,brzeski,gm. Skarbimierz,,1300
Polonia,opolskie,brzeski,gm. Grodków,,1301
Polonia,opolskie,brzeski,gm. Lewin Brzeski,,1302
Polonia,opolskie,brzeski,gm. Lubsza,,1303
Polonia,opolskie,brzeski,gm. Olszanka,,1304
Polonia,opolskie,głubczycki,gm. Baborów,,1305
Polonia,opolskie,głubczycki,gm. Branice,,1306
Polonia,opolskie,głubczycki,gm. Głubczyce,,1307
Polonia,opolskie,głubczycki,gm. Kietrz,,1308
Polonia,opolskie,kędzierzyńsko-kozielski,m. Kędzierzyn-Koźle,,1309
Polonia,opolskie,kędzierzyńsko-kozielski,gm. Bierawa,,1310
Polonia,opolskie,kędzierzyńsko-kozielski,gm. Cisek,,1311
Polonia,opolskie,kędzierzyńsko-kozielski,gm. Pawłowiczki,,1312
Polonia,opolskie,kędzierzyńsko-kozielski,gm. Polska Cerekiew,,1313
Polonia,opolskie,kędzierzyńsko-kozielski,gm. Reńska Wieś,,1314
Polonia,opolskie,kluczborski,gm. Byczyna,,1315
Polonia,opolskie,kluczborski,gm. Kluczbork,,1316
Polonia,opolskie,kluczborski,gm. Lasowice Wielkie,,1317
Polonia,opolskie,kluczborski,gm. Wołczyn,,1318
Polonia,opolskie,krapkowicki,gm. Gogolin,,1319
Polonia,opolskie,krapkowicki,gm. Krapkowice,,1320
Polonia,opolskie,krapkowicki,gm. Strzeleczki,,1321
Polonia,opolskie,krapkowicki,gm. Walce,,1322
Polonia,opolskie,krapkowicki,gm. Zdzieszowice,,1323
Polonia,opolskie,namysłowski,gm. Domaszowice,,1324
Polonia,opolskie,namysłowski,gm. Namysłów,,1325
Polonia,opolskie,namysłowski,gm. Pokój,,1326
Polonia,opolskie,namysłowski,gm. Świerczów,,1327
Polonia,opolskie,namysłowski,gm. Wilków,,1328
Polonia,opolskie,nyski,gm. Głuchołazy,,1329
Polonia,opolskie,nyski,gm. Kamiennik,,1330
Polonia,opolskie,nyski,gm. Korfantów,,1331
Polonia,opolskie,nyski,gm. Łambinowice,,1332
Polonia,opolskie,nyski,gm. Nysa,,1333
Polonia,opolskie,nyski,gm. Otmuchów,,1334
Polonia,opolskie,nyski,gm. Paczków,,1335
Polonia,opolskie,nyski,gm. Pakosławice,,1336
Polonia,opolskie,nyski,gm. Skoroszyce,,1337
Polonia,opolskie,oleski,gm. Dobrodzień,,1338
Polonia,opolskie,oleski,gm. Gorzów Śląski,,1339
Polonia,opolskie,oleski,gm. Olesno,,1340
Polonia,opolskie,oleski,gm. Praszka,,1341
Polonia,opolskie,oleski,gm. Radłów,,1342
Polonia,opolskie,oleski,gm. Rudniki,,1343
Polonia,opolskie,oleski,gm. Zębowice,,1344
Polonia,opolskie,opolski,gm. Chrząstowice,,1345
