updates.info_modal.p1,"W tej sekcji spodziewaj się otrzymywać bieżące aktualizacje od zespołu Vote Monitor dotyczące wyborów, istotne dla Ciebie jako obywatela zainteresowanego zaangażowaniem obywatelskim.","W tej sekcji spodziewaj się otrzymywać bieżące aktualizacje od zespołu Vote Monitor dotyczące wyborów, istotne dla Ciebie jako zaangażowanego obywatela."
updates.info_modal.p2,"Sprawdzaj okresowo, czy otrzymałeś jakieś nowe informacje.","Sprawdzaj okresowo, czy otrzymałeś jakieś nowe informacje."
more.title,Więcej,Więcej
more.change-language,Zmień język appki,Zmień język aplikacji
more.change-password,Zmień hasło,Zmień hasło
more.terms,Zasady i warunki,Regulamin
more.privacy_policy,Polityka prywatności,Polityka prywatności
more.about,O Vote Monitor,O Vote Monitor
more.app_version,Wersja Vote Monitor {{value}},Wersja Vote Monitor {{value}}
more.support,Zadzwoń na hotline NGO,Zadzwoń na infolinię dla organizacji pozarządowych
more.feedback,Masz uwagi do aplikacji?,Przekaż opinię o aplikacji
more.logout,Wyloguj,Wyloguj
more.logged_in,Zalogowano jako {{user}},Zalogowano jako {{user}}
more.warning_modal.logout_offline.title,Ostrzeżenie: Twoje dane nie są zsynchronizowane,Ostrzeżenie: Twoje dane nie są zsynchronizowane
more.warning_modal.logout_offline.description,"Aktualnie jesteś offline. Jeśli się teraz wylogujesz, wszystkie formularze, załączniki i notatki wypełnione lub przesłane offline zostaną utracone.

Aby uniknąć utraty danych, przed wylogowaniem połącz się ponownie z internetem.","Aktualnie jesteś offline. Jeśli się teraz wylogujesz, wszystkie formularze, załączniki i notatki wypełnione lub przesłane offline zostaną utracone.

Aby uniknąć utraty danych, przed wylogowaniem połącz się ponownie z internetem."
more.warning_modal.logout_offline.cancel,Anuluj,Anuluj
more.warning_modal.logout_offline.action,Wyloguj,Wyloguj
more.warning_modal.logout_online.title,Czy na pewno chcesz się wylogować?,Czy na pewno chcesz się wylogować?
more.warning_modal.logout_online.cancel,Anuluj,Anuluj
more.warning_modal.logout_online.action,Wyloguj,Wyloguj
more.feedback_toast.success,Wysłano opinię!,Wysłano opinię!
more.feedback_toast.offline,"Aby wykonać tę akcję, potrzebujesz połączenia z Internetem.","Aby wykonać tę akcję, potrzebujesz połączenia z Internetem."
more.feedback_toast.error,Błąd podczas dodawania opinii!,Błąd podczas dodawania opinii!
more.feedback_toast.required,To pole jest wymagane,To pole jest wymagane
more.feedback_sheet.heading,Prześlij nam swoją opinię,Prześlij nam swoją opinię
more.feedback_sheet.p1,"Podziel się z nami wszelkimi problemami, które napotkasz podczas korzystania z aplikacji lub sugestiami dotyczącymi ulepszenia Vote Monitor w przyszłości. Jesteśmy wdzięczni za każdą opinię!","Podziel się z nami wszelkimi problemami, które napotkasz podczas korzystania z aplikacji lub sugestiami dotyczącymi ulepszenia Vote Monitor w przyszłości. Jesteśmy wdzięczni za każdą opinię!"
more.feedback_sheet.placeholder,Napisz tutaj swoją opinię...,Napisz tutaj swoją opinię...
more.feedback_sheet.cancel,Anuluj,Anuluj
more.feedback_sheet.action,Wysłać,Wyślij
more.feedback_sheet.input.max,Dane wejściowe nie mogą przekraczać {{value}} znaków,Dane wejściowe nie mogą przekraczać {{value}} znaków
more.options_sheet.manage_my_polling_stations,Zarządzanie moimi komisjami wyborczymi,Zarządzanie moimi komisjami wyborczymi
change_password.title,Zmień hasło,Zmień hasło
change_password.form.current_password.label,Obecne hasło *,Obecne hasło *
change_password.form.current_password.placeholder,Wpisz aktualne hasło,Wpisz aktualne hasło
change_password.form.current_password.required,Hasło jest obowiązkowe,Hasło jest obowiązkowe
change_password.form.current_password.credentials_error,Bieżące hasło jest nieprawidłowe,Bieżące hasło jest nieprawidłowe
change_password.form.new_password.label,Nowe hasło *,Nowe hasło *
change_password.form.new_password.placeholder,Wprowadź nowe hasło,Wprowadź nowe hasło
change_password.form.new_password.helper,Musi zawierać co najmniej 8 znaków.,Musi zawierać co najmniej 8 znaków.
change_password.form.new_password.required,Hasło jest obowiązkowe,Nowe hasło jest obowiązkowe
change_password.form.confirm_password.label,Potwierdź nowe hasło *,Potwierdź nowe hasło *
change_password.form.confirm_password.placeholder,Potwierdź hasło,Potwierdź hasło
change_password.form.confirm_password.helper,Oba hasła muszą być takie same.,Oba hasła muszą być takie same.
change_password.form.confirm_password.required,Hasło jest obowiązkowe,Nowe hasło jest obowiązkowe
change_password.form.confirm_password.no_match,Hasła nie są takie same.,Hasła nie są takie same.
change_password.form.save,Zapisz nowe hasło,Zapisz nowe hasło
change_password.confirmation.heading,Hasła zmienione!,Hasła zmienione!
change_password.confirmation.paragraph,Hasło zostało skutecznie zmienione.,Hasło zostało skutecznie zmienione.
change_password.confirmation.confirm,Wróć do aplikacji,Wróć do aplikacji
change_password.error.offline,Aplikacja jest w trybie offline i nie może wykonać żądania,Aplikacja jest w trybie offline i nie można wykonać żądania
generic_error_screen.paragraph1,Coś poszło nie tak!,Coś poszło nie tak!
generic_error_screen.paragraph2,Nie mogliśmy odzyskać danych po tym błędzie. Sprawdź swoje połączenie internetowe i uruchom ponownie aplikację!,Nie mogliśmy odzyskać danych po tym błędzie. Sprawdź swoje połączenie internetowe i uruchom ponownie aplikację!
generic_error_screen.retry,Spróbować ponownie,Spróbować ponownie
generic_error_screen.logout,Wyloguj,Wyloguj
network_banner.online,Aplikacja odzyskała połączenie z siecią. Wszystkie informacje pomyślnie zsynchronizowano.,Aplikacja odzyskała połączenie z siecią. Wszystkie informacje pomyślnie zsynchronizowano.
network_banner.offline,Tryb offline. Dane zachowane lokalnie.,Tryb offline. Dane zachowane lokalnie.
network_banner.offline_citizen,"Tryb offline. Potrzebujesz internetu, aby wypełnić formularz.","Tryb offline. Potrzebujesz internetu, aby wypełnić formularz."
network_banner.more_details,Więcej szczegółów,Więcej szczegółów
network_banner.offline_warning,"Wygląda na to, że jesteś offline. Uszy do góry, odpowiedzi, których udzieliłeś/aś zostały bezpiecznie zapisane na tym urządzeniu i zostaną zsynchronizowane, gdy tylko odzyskasz połączenie z siecią. Możesz dalej uzupełniać formularz i przygotowywać szybkie raporty.","Wygląda na to, że jesteś offline. Uszy do góry, odpowiedzi, których udzieliłeś/aś zostały bezpiecznie zapisane na tym urządzeniu i zostaną zsynchronizowane, gdy tylko odzyskasz połączenie z siecią. Możesz dalej uzupełniać formularz i przygotowywać szybkie raporty."
network_banner.offline_warning_citizen,"Wygląda na to, że jesteś offline. Aby wypełnić formularz, potrzebujesz internetu.","Wygląda na to, że jesteś offline. Aby wypełnić formularz, potrzebujesz internetu."
sync.sync_data,Synchronizowanie danych offline...,Synchronizowanie danych offline...
sync.warning,"NIE ZAMKNIJ aplikacji ani połączenia internetowego, w przeciwnym razie dane zostaną utracone.","NIE ZAMYKAJ aplikacji ani połączenia internetowego, w przeciwnym razie dane zostaną utracone."
sync.files,"Przesyłamy Twoje pliki, może to chwilę potrwać...","Przesyłamy Twoje pliki, może to chwilę potrwać..."
